"Name of Satellite, Alternate Names",Current Official Name of Satellite,Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Date of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Orbit
Starlink-1630 ,Starlink-1630 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-08-18 00:00:00,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057R,46132,LEO - Non-Polar Inclined
Starlink-1631 ,Starlink-1631 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-08-18 00:00:00,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AL,46151,LEO - Non-Polar Inclined
Starlink-1633 ,Starlink-1633 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-08-18 00:00:00,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057BG,46171,LEO - Non-Polar Inclined
Starlink-1634 ,Starlink-1634 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-08-18 00:00:00,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AM,46152,LEO - Non-Polar Inclined
Starlink-1635 ,Starlink-1635 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-08-18 00:00:00,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057BH,46172,LEO - Non-Polar Inclined
Starlink-1636 ,Starlink-1636 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-08-18 00:00:00,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AN,46153,LEO - Non-Polar Inclined
Starlink-1637 ,Starlink-1637 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-08-18 00:00:00,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057S,46133,LEO - Non-Polar Inclined
Starlink-1638 ,Starlink-1638 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-08-18 00:00:00,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057T,46134,LEO - Non-Polar Inclined
Starlink-1639 ,Starlink-1639 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-08-18 00:00:00,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057U,46135,LEO - Non-Polar Inclined
Starlink-1640 ,Starlink-1640 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-08-18 00:00:00,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057BJ,46173,LEO - Non-Polar Inclined
Starlink-1641 ,Starlink-1641 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-08-18 00:00:00,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057BK,46174,LEO - Non-Polar Inclined
Starlink-1642 ,Starlink-1642 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-08-18 00:00:00,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AP,46154,LEO - Non-Polar Inclined
Starlink-1643 ,Starlink-1643 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-08-18 00:00:00,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057V,46136,LEO - Non-Polar Inclined
Starlink-1644 ,Starlink-1644 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070A,46532,LEO - Non-Polar Inclined
Starlink-1645 ,Starlink-1645 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2021-02-15 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2021-012C,47622,LEO - Non-Polar Inclined
Starlink-1646,Starlink-1646,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AC,46351,LEO - Non-Polar Inclined
Starlink-1647 ,Starlink-1647 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2021-03-24 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2021-024B,47978,LEO - Non-Polar Inclined
Starlink-1648 ,Starlink-1648 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070B,46533,LEO - Non-Polar Inclined
Starlink-1649 ,Starlink-1649 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070W,46552,LEO - Non-Polar Inclined
Starlink-1650 ,Starlink-1650 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AT,46573,LEO - Non-Polar Inclined
Starlink-1651,Starlink-1651,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AT,46366,LEO - Non-Polar Inclined
Starlink-1653,Starlink-1653,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AD,46352,LEO - Non-Polar Inclined
Starlink-1654 ,Starlink-1654 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062B,46326,LEO - Non-Polar Inclined
Starlink-1655 ,Starlink-1655 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2021-02-15 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2021-012D,47623,LEO - Non-Polar Inclined
Starlink-1656,Starlink-1656,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AE,46353,LEO - Non-Polar Inclined
Starlink-1657,Starlink-1657,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AF,46354,LEO - Non-Polar Inclined
Starlink-1658,Starlink-1658,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AV,46368,LEO - Non-Polar Inclined
Starlink-1659 ,Starlink-1659 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070C,46534,LEO - Non-Polar Inclined
Starlink-1660 ,Starlink-1660 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AU,46574,LEO - Non-Polar Inclined
Starlink-1661,Starlink-1661,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AG,46355,LEO - Non-Polar Inclined
Starlink-1663 ,Starlink-1663 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070D,46535,LEO - Non-Polar Inclined
Starlink-1664 ,Starlink-1664 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070X,46553,LEO - Non-Polar Inclined
Starlink-1665,Starlink-1665,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AH,46356,LEO - Non-Polar Inclined
Starlink-1666,Starlink-1666,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AJ,46357,LEO - Non-Polar Inclined
Starlink-1667 ,Starlink-1667 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-08-18 00:00:00,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AQ,46155,LEO - Non-Polar Inclined
Starlink-1669 ,Starlink-1669 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2021-02-15 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2021-012E,47624,LEO - Non-Polar Inclined
Starlink-1670,Starlink-1670,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AX,46370,LEO - Non-Polar Inclined
Starlink-1671 ,Starlink-1671 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070Y,46554,LEO - Non-Polar Inclined
Starlink-1672 ,Starlink-1672 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070F,46537,LEO - Non-Polar Inclined
Starlink-1673,Starlink-1673,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062C,46326,LEO - Non-Polar Inclined
Starlink-1675 ,Starlink-1675 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AV,46575,LEO - Non-Polar Inclined
Starlink-1676 ,Starlink-1676 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AA,46556,LEO - Non-Polar Inclined
Starlink-1677 ,Starlink-1677 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AW,46576,LEO - Non-Polar Inclined
Starlink-1678 ,Starlink-1678 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070G,46538,LEO - Non-Polar Inclined
Starlink-1679 ,Starlink-1679 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AB,46557,LEO - Non-Polar Inclined
Starlink-1680 ,Starlink-1680 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AC,46558,LEO - Non-Polar Inclined
Starlink-1681 ,Starlink-1681 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AD,46559,LEO - Non-Polar Inclined
Starlink-1682 ,Starlink-1682 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AX,46577,LEO - Non-Polar Inclined
Starlink-1683 ,Starlink-1683 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AY,46578,LEO - Non-Polar Inclined
Starlink-1686,Starlink-1686,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062D,46328,LEO - Non-Polar Inclined
Starlink-1687 ,Starlink-1687 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070K,46541,LEO - Non-Polar Inclined
Starlink-1688,Starlink-1688,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AY,46371,LEO - Non-Polar Inclined
Starlink-1689,Starlink-1689,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AZ,46372,LEO - Non-Polar Inclined
Starlink-1690,Starlink-1690,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AK,46358,LEO - Non-Polar Inclined
Starlink-1692 ,Starlink-1692 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070L,46542,LEO - Non-Polar Inclined
Starlink-1693 ,Starlink-1693 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070M,46543,LEO - Non-Polar Inclined
Starlink-1694 ,Starlink-1694 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070N,46544,LEO - Non-Polar Inclined
Starlink-1695,Starlink-1695,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062E,46329,LEO - Non-Polar Inclined
Starlink-1696 ,Starlink-1696 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070P,46545,LEO - Non-Polar Inclined
Starlink-1697 ,Starlink-1697 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070Q,46546,LEO - Non-Polar Inclined
Starlink-1698 ,Starlink-1698 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070R,46547,LEO - Non-Polar Inclined
Starlink-1699 ,Starlink-1699 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070S,46548,LEO - Non-Polar Inclined
Starlink-1700 ,Starlink-1700 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070T,46549,LEO - Non-Polar Inclined
Starlink-1701 ,Starlink-1701 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070U,46550,LEO - Non-Polar Inclined
Starlink-1704 ,Starlink-1704 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2021-02-15 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2021-012F,47625,LEO - Non-Polar Inclined
Starlink-1705 ,Starlink-1705 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AZ,46579,LEO - Non-Polar Inclined
Starlink-1706 ,Starlink-1706 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AE,46560,LEO - Non-Polar Inclined
Starlink-1707,Starlink-1707,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AL,46359,LEO - Non-Polar Inclined
Starlink-1708 ,Starlink-1708 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070BA,46580,LEO - Non-Polar Inclined
Starlink-1709 ,Starlink-1709 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AF,46561,LEO - Non-Polar Inclined
Starlink-1710,Starlink-1710,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062F,46330,LEO - Non-Polar Inclined
Starlink-1711,Starlink-1711,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062BB,46374,LEO - Non-Polar Inclined
Starlink-1712 ,Starlink-1712 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070BB,46581,LEO - Non-Polar Inclined
Starlink-1713,Starlink-1713,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AM,46360,LEO - Non-Polar Inclined
Starlink-1714 ,Starlink-1714 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AG,46562,LEO - Non-Polar Inclined
Starlink-1715 ,Starlink-1715 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-18 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-073B,46671,LEO - Non-Polar Inclined
Starlink-1716 ,Starlink-1716 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-18 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-073C,46672,LEO - Non-Polar Inclined
Starlink-1717 ,Starlink-1717 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-18 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-073D,46673,LEO - Non-Polar Inclined
Starlink-1718 ,Starlink-1718 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-18 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-073E,46674,LEO - Non-Polar Inclined
Starlink-1719 ,Starlink-1719 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062G,46331,LEO - Non-Polar Inclined
Starlink-1720 ,Starlink-1720 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-18 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-073F,46675,LEO - Non-Polar Inclined
Starlink-1721,Starlink-1721,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062H,46332,LEO - Non-Polar Inclined
Starlink-1722,Starlink-1722,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AN,46361,LEO - Non-Polar Inclined
Starlink-1723,Starlink-1723,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062J,46333,LEO - Non-Polar Inclined
Starlink-1724,Starlink-1724,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062BC,46375,LEO - Non-Polar Inclined
Starlink-1725,Starlink-1725,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062K,46334,LEO - Non-Polar Inclined
Starlink-1726 ,Starlink-1726 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AP,46362,LEO - Non-Polar Inclined
Starlink-1727,Starlink-1727,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062L,46335,LEO - Non-Polar Inclined
Starlink-1728 ,Starlink-1728 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070BC,46582,LEO - Non-Polar Inclined
Starlink-1729 ,Starlink-1729 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070BD,46583,LEO - Non-Polar Inclined
Starlink-1730 ,Starlink-1730 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AH,46563,LEO - Non-Polar Inclined
Starlink-1732 ,Starlink-1732 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070BE,46584,LEO - Non-Polar Inclined
Starlink-1733 ,Starlink-1733 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AJ,46564,LEO - Non-Polar Inclined
Starlink-1734,Starlink-1734,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062A,46325,LEO - Non-Polar Inclined
Starlink-1735 ,Starlink-1735 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AK,46565,LEO - Non-Polar Inclined
Starlink-1736 ,Starlink-1736 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070BF,46585,LEO - Non-Polar Inclined
Starlink-1737 ,Starlink-1737 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070BG,46586,LEO - Non-Polar Inclined
Starlink-1738 ,Starlink-1738 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062M,46336,LEO - Non-Polar Inclined
Starlink-1739,Starlink-1739,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AQ,46363,LEO - Non-Polar Inclined
Starlink-1740 ,Starlink-1740 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AL,46566,LEO - Non-Polar Inclined
Starlink-1741 ,Starlink-1741 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AM,46567,LEO - Non-Polar Inclined
Starlink-1742,Starlink-1742,USA,USA,SpaceX,Commercial,Communications,0.0,548,551,0.0004016601954746285,53,95.6,260.0,2020-09-03 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062BD,46376,LEO - Non-Polar Inclined
Starlink-1746 ,Starlink-1746 ,USA,USA,SpaceX,Commercial,Communications,0.0,548,561,0.001738200294156973,53,95.6,260.0,2020-10-06 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070BJ,46588,LEO - Non-Polar Inclined
