NORAD Number,COSPAR Number,Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Expected Lifetime (yrs.)
48459,2021-040AH,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48279,2021-036D,LEO - Non-Polar Inclined,0.0,548,561,0.001738200294156973,53,95.6,260.0,4.0
48412,2021-038BM,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48460,2021-040AJ,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48439,2021-040M,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48382,2021-038AF,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48390,2021-038AP,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48399,2021-038AY,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48398,2021-038AX,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48371,2021-038U,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48397,2021-038AW,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48361,2021-038J,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48408,2021-038BH,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48404,2021-038BD,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48388,2021-038AM,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48407,2021-038BG,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48409,2021-038BJ,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48385,2021-038AJ,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48383,2021-038AG,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48387,2021-038AL,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48450,2021-040Y,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48384,2021-038AH,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48393,2021-038AS,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48375,2021-038Y,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48374,2021-038X,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48392,2021-038AR,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48386,2021-038AK,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48391,2021-038AQ,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48365,2021-038N,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48373,2021-038W,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48376,2021-038Z,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48364,2021-038M,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48379,2021-038AC,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48353,2021-038A,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48380,2021-038AD,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48678,2021-044AS,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48695,2021-044BK,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48689,2021-044BD,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48693,2021-044BH,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48475,2021-040AZ,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48453,2021-040AB,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48370,2021-038T,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48360,2021-038H,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48368,2021-038R,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48358,2021-038F,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48363,2021-038L,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48687,2021-044BB,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48359,2021-038G,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48686,2021-044BA,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48381,2021-038AE,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48366,2021-038P,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48448,2021-040W,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48435,2021-040H,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48443,2021-040R,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48445,2021-040T,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48355,2021-038C,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48357,2021-038E,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48356,2021-038D,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48436,2021-040J,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48438,2021-040L,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48369,2021-038S,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48437,2021-040K,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48367,2021-038Q,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48442,2021-040Q,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48444,2021-040S,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48642,2021-044E,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48658,2021-044W,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48679,2021-044AT,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48680,2021-044AU,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48654,2021-044S,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48451,2021-040Z,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48665,2021-044AD,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48454,2021-040AC,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48449,2021-040X,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48655,2021-044T,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48473,2021-040AX,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48467,2021-040AR,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48469,2021-040AT,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48666,2021-044AE,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48663,2021-044AB,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48650,2021-044N,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48649,2021-044M,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48354,2021-038B,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48470,2021-040AU,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48432,2021-040E,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48465,2021-040AP,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48440,2021-040N,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48462,2021-040AL,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48471,2021-040AV,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48468,2021-040AS,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48464,2021-040AN,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48466,2021-040AQ,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48660,2021-044Y,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48463,2021-040AM,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48480,2021-040BE,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48647,2021-044K,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48434,2021-040G,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48461,2021-040AK,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48644,2021-044G,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48484,2021-040BJ,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48474,2021-040AY,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48458,2021-040AG,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48433,2021-040F,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48431,2021-040D,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48656,2021-044U,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48441,2021-040P,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48452,2021-040AA,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48643,2021-044F,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48672,2021-044AL,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48481,2021-040BF,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48669,2021-044AH,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48661,2021-044Z,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48664,2021-044AC,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48673,2021-044AM,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48674,2021-044AN,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48603,2021-041BC,LEO - Non-Polar Inclined,0.0,564,582,0.002394890899414582,53,95.6,260.0,4.0
48697,2021-044BM,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48659,2021-044X,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48677,2021-044AR,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48653,2021-044R,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48472,2021-040AW,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48476,2021-040BA,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48681,2021-044AV,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48662,2021-044AA,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48652,2021-044Q,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48478,2021-040BC,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48430,2021-040C,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48651,2021-044P,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48646,2021-044J,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48645,2021-044H,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48657,2021-044V,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48667,2021-044AF,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48640,2021-044C,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48675,2021-044AP,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48668,2021-044AG,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48639,2021-044B,LEO - Non-Polar Inclined,0.0,564,582,0.002394890899414582,53,95.6,260.0,4.0
48690,2021-044BE,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48684,2021-044AY,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48688,2021-044BC,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48682,2021-044AW,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48671,2021-044AK,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48676,2021-044AQ,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48694,2021-044BJ,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48429,2021-040B,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48691,2021-044BF,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48685,2021-044AZ,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48692,2021-044BG,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48696,2021-044BL,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48641,2021-044D,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48479,2021-040BD,LEO - Non-Polar Inclined,0.0,260,280,0.002894356005788712,53,95.6,260.0,4.0
48683,2021-044AX,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48604,2021-041BD,LEO - Non-Polar Inclined,0.0,564,582,0.002394890899414582,53,95.6,260.0,4.0
48638,2021-044A,LEO - Non-Polar Inclined,0.0,564,582,0.002394890899414582,53,95.6,260.0,4.0
48670,2021-044AJ,LEO - Non-Polar Inclined,0.0,258,280,0.0031847133757961785,53,95.6,260.0,4.0
48879,2021-059A,LEO - Sun-Synchronous,0.0,515,536,0.002829807303597898,97.5,95.1,260.0,4.0
48880,2021-059B,LEO - Sun-Synchronous,0.0,515,536,0.002829807303597898,97.5,95.1,260.0,4.0
48881,2021-059C,LEO - Sun-Synchronous,0.0,515,536,0.002829807303597898,97.5,95.1,260.0,4.0
49142,2021-082N ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49179,2021-082BB ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49438,2021-104AG ,LEO - Non-Polar Inclined,0.0,348,352,0.0005657708628005657,53.2,91.5,260.0,4.0
49173,2021-082AV ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49169,2021-082AR ,LEO - Polar,0.0,570,575,0.0006653359946773121,70,91.8,260.0,4.0
49174,2021-082AW ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49148,2021-082U ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49436,2021-104AE ,LEO - Non-Polar Inclined,0.0,348,352,0.0005657708628005657,53.2,91.6,260.0,4.0
49180,2021-082BC ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49157,2021-082AD ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.7,260.0,4.0
49165,2021-082AM ,LEO - Polar,0.0,570,575,0.0006653359946773121,70,96.1,260.0,4.0
49149,2021-082V ,LEO - Polar,0.0,570,575,0.0006653359946773121,70,96.1,260.0,4.0
49167,2021-082AP ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,96.1,260.0,4.0
49137,2021-082H ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49159,2021-082AF ,LEO - Polar,0.0,570,575,0.0006653359946773121,70,96.1,260.0,4.0
49139,2021-082K ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49138,2021-082J ,LEO - Polar,0.0,570,575,0.0006653359946773121,70,96.1,260.0,4.0
49181,2021-082BD ,LEO - Polar,0.0,570,575,0.0006653359946773121,70,96.1,260.0,4.0
49155,2021-082AB ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49154,2021-082AA ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49176,2021-082AY ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49147,2021-082T ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49153,2021-082Z ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49135,2021-082F ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49170,2021-082AS ,LEO - Polar,0.0,570,575,0.0006653359946773121,70,96.1,260.0,4.0
49409,2021-104B ,LEO - Non-Polar Inclined,0.0,489,493,0.000544069640914037,53.2,94.2,260.0,4.0
49133,2021-082D ,LEO - Polar,0.0,570,575,0.0006653359946773121,70,96.1,260.0,4.0
49134,2021-082E ,LEO - Polar,0.0,570,575,0.0006653359946773121,70,96.1,260.0,4.0
49433,2021-104AB ,LEO - Non-Polar Inclined,0.0,348,352,0.0005657708628005657,53.2,91.6,260.0,4.0
49161,2021-082AH ,LEO - Polar,0.0,570,575,0.0006653359946773121,70,96.1,260.0,4.0
49152,2021-082Y ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49162,2021-082AJ ,LEO - Polar,0.0,570,575,0.0006653359946773121,70,96.1,260.0,4.0
49158,2021-082AE ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49136,2021-082G ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49156,2021-082AC ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49178,2021-082BA ,LEO - Polar,0.0,570,575,0.0006653359946773121,70,96.1,260.0,4.0
49175,2021-082AX ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49163,2021-082AK ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49166,2021-082AN ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49132,2021-082C ,LEO - Polar,0.0,570,575,0.0006653359946773121,70,96.1,260.0,4.0
49172,2021-082AU ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49141,2021-082M ,LEO - Polar,0.0,570,575,0.0006653359946773121,70,96.1,260.0,4.0
49160,2021-082AG ,LEO - Polar,0.0,570,575,0.0006653359946773121,70,96.1,260.0,4.0
49131,2021-082B ,LEO - Polar,0.0,570,575,0.0006653359946773121,70,96.1,260.0,4.0
49448,2021-104AS ,LEO - Non-Polar Inclined,0.0,407,409,0.00027831895352073476,53.2,92.7,260.0,4.0
49442,2021-104AL ,LEO - Non-Polar Inclined,0.0,348,352,0.0005657708628005657,53.2,91.5,260.0,4.0
49446,2021-104AQ ,LEO - Non-Polar Inclined,0.0,348,352,0.0005657708628005657,53.2,91.5,260.0,4.0
49144,2021-082Q ,LEO - Polar,0.0,570,575,0.0006653359946773121,70,96.1,260.0,4.0
49168,2021-082AQ ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49151,2021-082X ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49177,2021-082AZ ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49150,2021-082W ,LEO - Polar,0.0,570,575,0.0006653359946773121,70,96.1,260.0,4.0
49440,2021-104AJ ,LEO - Non-Polar Inclined,0.0,348,352,0.0005657708628005657,53.2,91.5,260.0,4.0
49164,2021-082AL ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49171,2021-082AT ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,96.1,260.0,4.0
49439,2021-104AH ,LEO - Non-Polar Inclined,0.0,348,352,0.0005657708628005657,53.2,91.5,260.0,4.0
49143,2021-082P ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49420,2021-104N ,LEO - Non-Polar Inclined,0.0,493,496,0.00040766408479412964,53.2,94.5,260.0,4.0
49418,2021-104L ,LEO - Non-Polar Inclined,0.0,494,496,0.0002717391304347826,53.2,94.5,260.0,4.0
49421,2021-104P ,LEO - Non-Polar Inclined,0.0,492,495,0.00040777490825064566,53.2,94.5,260.0,4.0
49735,2021-115M ,LEO - Non-Polar Inclined,0.0,538,542,0.0005369127516778523,53.2,93.5,260.0,4.0
49426,2021-104U ,LEO - Non-Polar Inclined,0.0,492,494,0.0002718868950516585,53.2,94.4,260.0,4.0
49447,2021-104AR ,LEO - Non-Polar Inclined,0.0,405,408,0.00041765279131282193,53.2,92.7,260.0,4.0
49146,2021-082S ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49435,2021-104AD ,LEO - Non-Polar Inclined,0.0,383,386,0.00042022692253817064,53.2,92.2,260.0,4.0
49140,2021-082L ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49145,2021-082R ,LEO - Polar,0.0,358,362,0.0005641748942172073,70,91.8,260.0,4.0
49419,2021-104M ,LEO - Non-Polar Inclined,0.0,493,496,0.00040766408479412964,53.2,94.5,260.0,4.0
49428,2021-104W ,LEO - Non-Polar Inclined,0.0,490,492,0.0002720348204570185,53.2,94.4,260.0,4.0
49445,2021-104AP ,LEO - Non-Polar Inclined,0.0,406,409,0.0004175365344467641,53.2,92.8,260.0,4.0
49456,2021-104BA ,LEO - Non-Polar Inclined,0.0,404,406,0.0002785515320334262,53.2,92.7,260.0,4.0
49451,2021-104AV ,LEO - Non-Polar Inclined,0.0,405,407,0.000278473962684489,53.2,92.7,260.0,4.0
49444,2021-104AN ,LEO - Non-Polar Inclined,0.0,348,352,0.0005657708628005657,53.2,91.5,260.0,4.0
49450,2021-104AU ,LEO - Non-Polar Inclined,0.0,406,408,0.00027839643652561246,53.2,92.7,260.0,4.0
49441,2021-104AK ,LEO - Non-Polar Inclined,0.0,348,352,0.0005657708628005657,53.2,91.5,260.0,4.0
49453,2021-104AX ,LEO - Non-Polar Inclined,0.0,404,407,0.0004177691129369169,53.2,92.7,260.0,4.0
49437,2021-104AF ,LEO - Non-Polar Inclined,0.0,348,352,0.0005657708628005657,53.2,91.5,260.0,4.0
49427,2021-104V ,LEO - Non-Polar Inclined,0.0,491,493,0.0002719608376393799,53.2,94.4,260.0,4.0
49457,2021-104BB ,LEO - Non-Polar Inclined,0.0,403,405,0.00027862914460852607,53.2,92.6,260.0,4.0
49416,2021-104J ,LEO - Non-Polar Inclined,0.0,494,496,0.0002717391304347826,53.2,94.5,260.0,4.0
49434,2021-104AC ,LEO - Non-Polar Inclined,0.0,490,492,0.0002720348204570185,53.2,94.4,260.0,4.0
49424,2021-104S ,LEO - Non-Polar Inclined,0.0,492,495,0.00040777490825064566,53.2,94.4,260.0,4.0
49443,2021-104AM ,LEO - Non-Polar Inclined,0.0,348,352,0.0005657708628005657,53.2,91.5,260.0,4.0
49449,2021-104AT ,LEO - Non-Polar Inclined,0.0,405,408,0.00041765279131282193,53.2,92.7,260.0,4.0
49430,2021-104Y ,LEO - Non-Polar Inclined,0.0,490,493,0.0004079967360261118,53.2,94.4,260.0,4.0
49425,2021-104T ,LEO - Non-Polar Inclined,0.0,491,493,0.0002719608376393799,53.2,94.4,260.0,4.0
49460,2021-104BE ,LEO - Non-Polar Inclined,0.0,408,412,0.0005563282336578582,53.2,92.7,260.0,4.0
49459,2021-104BD ,LEO - Non-Polar Inclined,0.0,403,405,0.00027862914460852607,53.2,92.6,260.0,4.0
49738,2021-115Q ,LEO - Non-Polar Inclined,0.0,443,446,0.00041328006612481057,53.2,93.5,260.0,4.0
49412,2021-104E ,LEO - Non-Polar Inclined,0.0,489,491,0.00027210884353741496,53.2,94.4,260.0,4.0
49455,2021-104AZ ,LEO - Non-Polar Inclined,0.0,403,406,0.0004178854993731718,53.2,92.7,260.0,4.0
49414,2021-104G ,LEO - Non-Polar Inclined,0.0,495,497,0.00027166530834012495,53.2,94.5,260.0,4.0
49410,2021-104C ,LEO - Non-Polar Inclined,0.0,495,499,0.0005431830526887561,53.2,94.5,260.0,4.0
